구분,"매출액 영업이익 순이익 EBITDA EPS
(십억원) (십억원) (십억원) (십억원) (원)","증감율 P/E
(%) (배)","P/B EV/EBITDA ROE
(배) (배) (%)","배당수익
(%"
"2023
2024
2025F
2026F
2027F","258,935 6,567 14,473 45,234 2,225
300,871 32,726 33,621 75,357 5,433
328,669 37,708 38,775 84,245 6,343
360,844 76,296 73,352 124,804 12,193
392,282 92,389 89,277 143,025 14,883","-75.2 35.3
144.1 9.8
16.8 16.4
92.2 8.5
22.1 7.0","1.5 9.9 4.1
0.9 3.5 9.0
1.7 7.0 9.7
1.5 4.3 16.6
1.3 3.3 17.4","1.
2.
1.
1.
1."
