iter	RMSE
468	0.008297771234
469	0.008296704903
470	0.008275617453
471	0.008254836494
472	0.008232016056
473	0.008219061864
474	0.008201777787
475	0.008179865935
476	0.008157556628
477	0.008139618657
478	0.008124386823
479	0.008107547097
480	0.00810269324
481	0.008080140014
482	0.008057944132
483	0.008038336268
484	0.008019343881
485	0.007998995811
486	0.007981642915
487	0.007971351641
488	0.007954009172
489	0.007940343978
490	0.007915911557
491	0.007901399583
492	0.007871840992
493	0.007851880745
494	0.00782679032
495	0.007806291088
496	0.007795434198
497	0.007794390556
498	0.007770501544
499	0.007749348396
