iter	RMSE
0	0.02532503574
1	0.02525157812
2	0.02515088976
3	0.02510844308
4	0.02502714459
5	0.02497871943
6	0.02490499765
7	0.02484412916
8	0.02478124337
9	0.02474177898
10	0.02469997758
11	0.02462913246
12	0.02457300725
13	0.02452493148
14	0.02448153628
15	0.02441462223
16	0.02432520181
17	0.02428654806
18	0.02426163689
19	0.02423021713
20	0.02418888346
21	0.02409237095
22	0.02403760744
23	0.02400383154
24	0.02394837997
25	0.02388006662
26	0.02382030719
27	0.02379966484
28	0.02374683412
29	0.02365659099
30	0.02360349444
31	0.02352272671
32	0.02347685573
33	0.02339405922
34	0.02333031999
35	0.02327570468
36	0.02323939973
37	0.02316277527
38	0.02310189864
39	0.02302650129
40	0.02298448279
41	0.02295000534
42	0.02292277287
43	0.02288706228
44	0.02283685278
45	0.02275348479
46	0.02267805963
47	0.02264267674
48	0.02259283122
49	0.0225617806
50	0.02253393505
51	0.02247570522
52	0.02238723839
53	0.02231761858
54	0.02226255401
55	0.02223571015
56	0.02218689818
57	0.02215202823
58	0.02210107446
59	0.02205043706
60	0.02198280671
61	0.02194036952
62	0.02190983772
63	0.02184372243
64	0.02180905045
65	0.02178544861
66	0.02173149361
67	0.02171002662
68	0.02168677816
69	0.02161998057
70	0.02153757207
71	0.02150723585
72	0.0214476635
73	0.0214244123
74	0.02137588199
75	0.02131301461
76	0.02125634855
77	0.02121803447
78	0.02116208288
79	0.02111068094
80	0.02103565454
81	0.02096498277
82	0.02091711706
83	0.02083986814
84	0.02080791181
85	0.0207645137
86	0.02073150134
87	0.02068005264
88	0.0206426998
89	0.02057990829
90	0.02053300328
91	0.02048105132
92	0.0204042947
93	0.02037465563
94	0.02032131102
95	0.02030441706
96	0.02022957089
97	0.02019146197
98	0.0201621062
99	0.02012542664
100	0.02008086627
101	0.0200426412
102	0.01998092661
103	0.0199480231
104	0.01991484745
105	0.01987482323
106	0.01982902076
107	0.01978141036
108	0.01973114429
109	0.01967958467
110	0.01963554935
111	0.01960577518
112	0.01957421967
113	0.01953372761
114	0.01949825025
115	0.0194870254
116	0.01945584278
117	0.01943190353
118	0.01940012804
119	0.01933523357
120	0.0193020724
121	0.01927127248
122	0.01921835902
123	0.019156583
124	0.01911447082
125	0.0190508558
126	0.01902025705
127	0.01899999601
128	0.01895784819
129	0.01890983626
130	0.01887659233
131	0.01884083253
132	0.01881712079
133	0.01878491011
134	0.01874359695
135	0.0187004925
136	0.01864666407
137	0.01858898162
138	0.01851457766
139	0.01848123253
140	0.01843080108
141	0.01840955127
142	0.01837420424
143	0.01831853051
144	0.01827555638
145	0.01822710746
146	0.01816306775
147	0.01811664802
148	0.01805018776
149	0.01800675335
150	0.01794453144
151	0.01788717681
152	0.01781946827
153	0.01778665149
154	0.01773624868
155	0.01771250919
156	0.01766669656
157	0.01759533806
158	0.0175594256
159	0.01752275948
160	0.01748880681
161	0.01747073671
162	0.0174286513
163	0.01738054419
164	0.01734152955
165	0.01729739642
166	0.01726027244
167	0.01724671282
168	0.0172131799
169	0.01718805174
170	0.01713874953
171	0.01710039212
172	0.01705222663
173	0.01700086216
174	0.01696121791
175	0.01692444974
176	0.01690145201
177	0.01685867742
178	0.01681624113
179	0.01680242778
180	0.01676107133
181	0.01670956132
182	0.01668782394
183	0.01665753421
184	0.01663113565
185	0.01659059151
186	0.01654876553
187	0.01649430379
188	0.01647020112
189	0.01642252634
190	0.01639646166
191	0.0163714213
192	0.01631625186
193	0.01628857994
194	0.01624343323
195	0.01620546514
196	0.0161497328
197	0.01612014751
198	0.01607781583
199	0.01604006434
200	0.01601202689
201	0.01597488318
202	0.01594973135
203	0.01588960364
204	0.01586247013
205	0.0158423839
206	0.01580935062
207	0.01575728487
208	0.01573900731
209	0.01570796087
210	0.0156712715
211	0.0156356324
212	0.01557064049
213	0.01555648944
214	0.01549659548
215	0.01544273833
216	0.01539807994
217	0.01536358745
218	0.0153377698
219	0.01528780826
220	0.0152380383
221	0.01520193521
222	0.01515945847
223	0.01510450006
224	0.01505678513
225	0.01500712709
226	0.01495294652
227	0.01492866379
228	0.01488833058
229	0.01484083749
230	0.01479825679
231	0.01477807709
232	0.01472443325
233	0.01467437655
234	0.01463109326
235	0.01459017524
236	0.01455042987
237	0.01450802796
238	0.01446582392
239	0.01442073373
240	0.01437225589
241	0.01436667612
242	0.01432723008
243	0.01428190317
244	0.01422315932
245	0.0141686874
246	0.01412725076
247	0.01409220764
248	0.01405113266
249	0.01400792415
250	0.01396069749
251	0.01392469639
252	0.01389363538
253	0.01384445206
254	0.01383152799
255	0.0137963773
256	0.01377033865
257	0.01373334043
258	0.01368862474
259	0.01363111654
260	0.01356245502
261	0.01353656733
262	0.01350619096
263	0.01346670303
264	0.01343627328
265	0.01338919179
266	0.01335741794
267	0.01332541656
268	0.01327184987
269	0.013256795
270	0.01321945035
271	0.01317052161
272	0.01314016258
273	0.01310715862
274	0.01308011254
275	0.01304475288
276	0.01301831276
277	0.01297688191
278	0.01295166889
279	0.01291865213
280	0.01289070276
281	0.01283989098
282	0.01279796643
283	0.01276103971
284	0.01272570294
285	0.01268077877
286	0.01266344285
287	0.01263950239
288	0.01258358857
289	0.01255030196
290	0.01252558429
291	0.01249887919
292	0.01246322164
293	0.0124097245
294	0.01237172791
295	0.01235148415
296	0.01232656969
297	0.01228926578
298	0.01226064142
299	0.01223721803
300	0.0121967437
301	0.01216346759
302	0.01212238467
303	0.01208054029
304	0.01205296038
305	0.01203150142
306	0.0120021525
307	0.0119733467
308	0.01193835194
309	0.01189197114
310	0.01188917625
311	0.01186032475
312	0.01183900739
313	0.01180654253
314	0.01178425717
315	0.01175518614
316	0.01172126618
317	0.01168921901
318	0.01165505637
319	0.01160951042
320	0.01158154956
321	0.01154604876
322	0.01151548263
323	0.01149400339
324	0.0114542405
325	0.01142713179
326	0.01138752958
327	0.01136696169
328	0.01133516825
329	0.01131290637
330	0.01127656391
331	0.01124124797
332	0.01121128965
333	0.0111834389
334	0.01115136674
335	0.01114945527
336	0.01111466964
337	0.01111278426
338	0.01108737245
339	0.01106156946
340	0.01103099375
341	0.011005061
342	0.01099236363
343	0.01097711309
344	0.01094298216
345	0.01091684051
346	0.01088593933
347	0.01088412079
348	0.01084356089
349	0.0108227406
350	0.01079316544
351	0.01076894676
352	0.01072948301
353	0.01070382029
354	0.01068388984
355	0.01066027896
356	0.01062382433
357	0.01060052502
358	0.0105988242
359	0.01059726758
360	0.01058123469
361	0.01053887184
362	0.0105296037
363	0.01050820811
364	0.01047032868
365	0.01043780144
366	0.0104204055
367	0.01039320609
368	0.01036280427
369	0.0103372737
370	0.01032246928
371	0.01030674963
372	0.0102970984
373	0.01026481164
374	0.01023955291
375	0.0102125892
376	0.01018655748
377	0.01017124329
378	0.01013052639
379	0.01010595014
380	0.01008447947
381	0.01005177633
382	0.01002963998
383	0.01000561152
384	0.009988769151
385	0.00994626644
386	0.00994478853
387	0.009914059733
388	0.009890763348
389	0.009855332318
390	0.00983542142
391	0.009794430425
392	0.009769953964
393	0.009751773045
394	0.009719515314
395	0.009697723955
396	0.009661609314
397	0.009625406076
398	0.0096105445
399	0.009577377732
400	0.009555713919
401	0.009530417632
402	0.009528922212
403	0.009506313885
404	0.009485296785
405	0.009462019206
406	0.009437127812
407	0.009418443099
408	0.009380580076
409	0.009357422138
410	0.009323897467
411	0.009322406461
412	0.009288143711
413	0.009259177551
414	0.009250337816
415	0.009225444377
416	0.009205351834
417	0.009179935766
418	0.009176588763
419	0.009175256545
420	0.009146576912
421	0.009127726267
422	0.009126479977
423	0.009103294393
424	0.009075615457
425	0.009061543815
426	0.009044088959
427	0.009025514647
428	0.009001962182
429	0.008982410986
430	0.008969548162
431	0.008952605241
432	0.008929992842
433	0.008913259761
434	0.008887300117
435	0.008869233388
436	0.008854454297
437	0.008844979333
438	0.008815224643
439	0.008781828058
440	0.008780559324
441	0.00876366617
442	0.008739424816
443	0.008722171812
444	0.008720908548
445	0.008698058679
446	0.008696905154
447	0.008683263424
448	0.008665849603
449	0.008649156234
450	0.008646938722
451	0.008631709933
452	0.008610195827
453	0.008593419875
454	0.008567912617
455	0.008547279581
456	0.008524534518
457	0.008501608289
458	0.008489246337
459	0.0084761448
460	0.008452554704
461	0.008420496173
462	0.008395559184
463	0.008375947946
464	0.00835756481
465	0.008345153135
466	0.008333740658
467	0.008318206573
